Business Category,Business Name,Review Date,Review ID,User ID,Number of Records,Stars
Bars,Salute Lounge,1/4/2013,qDo44mr-1bxRMBhSdhmbIg,WPpgplA0tnGn3E65Ng6aYg,1,2
Bars,Diablo's Cantina,1/5/2013,VluJohL6MggLvfxAf6SIyw,ydaYTc4HzEbByz4HhNzC0w,1,3
Bars,Insert Coins,1/6/2013,9hKaO6CYYxG2ssLdNua3AA,E0ztmyXb3pcVABNqBmURVQ,1,3
Restaurants,LAVO Italian Restaurant & Lounge,1/6/2013,muBXPfnwbFMYym9HjmS2JQ,F6z2FrHJq1SyW3QmqPNaAg,1,4
Restaurants,Wing Lei,1/6/2013,70ktikrTWdM4KWb1aZsVnQ,AJoyva4SnxZGDon3xK9GZg,1,4
Bars,Dom DeMarco's Pizzeria & Bar,1/7/2013,7gK34QihVZxcsWZGmjPo-Q,fjdiG_Y5FEarrJ0W_p9S4w,1,4
Bars,Dom DeMarco's Pizzeria & Bar,1/7/2013,LGZgZ5uSGEDtCX1YcgJZ3A,TX_pkIBYogIqz0IIYI5ivQ,1,1
Bars,Mandarin Bar,1/7/2013,48q-jC_HN2pv5rbxJqt55g,VTGMDL4TcGcGuHpnRMfw3g,1,4
Bars,SUSHISAMBA Las Vegas,1/7/2013,IxgsRHMOKF7MxMf19SfbTg,uB_SdM3xfIDjWsZlXhV5tA,1,5
Bars,Tequila Bar and Grill,1/7/2013,G8P5Fa2mx8RsurSYX7YRSA,8YL4sIcu0LH1PTNYVgeL1w,1,4
Restaurants,Amore Taste of Chicago,1/7/2013,VEXjXXwcg1zvmlraR17WAA,k5p3YP1ZjCa8ZS3xqXgBug,1,3
Restaurants,Buca di Beppo,1/7/2013,CXHBSdEz_FXzckELAa0KdA,3mtgHnZwxXn87TDxs0dDZg,1,5
Restaurants,Bartolotta Ristorante di Mare,1/8/2013,5iie3SnEPkTqLZcE12vOtQ,uUg5-wpVcZ1gWWVxX1zBgw,1,5
Bars,Panevino Restaurant,1/9/2013,d4iEmevPCoLW-UcyTfR62w,3-cEeNLl4YecN5TqOzsskw,1,5
Bars,Vanguard Lounge,1/9/2013,YpIBV1NbvUWCYQN-9nOuvQ,JDVHUs3UBWcZiMPLBTzc3A,1,5
Bars,Nacho Daddy,1/10/2013,VTVGTbh-UV-Y3APnLJKIQw,4bfNeKKTJvKV8StFZ01rsw,1,5
Bars,Diablo's Cantina,1/11/2013,iuHJ0qe_v1hcxvpPMZn6-g,76L4k37ZDSv9_Eq21oDrLQ,1,2
Bars,Don't Tell Mama,1/11/2013,q1KWrL7GG_bW0WVg2bUQwg,7J89yVG0AZT9RcpQX8qWkg,1,5
Bars,Social House,1/11/2013,XU2uGm8gZd2JdTdRDKf3pA,sMPkPyCVX_JpGJmg3N5ITA,1,4
Bars,Lagasse's Stadium,1/12/2013,YzIk-Ror8oR1OKZuFncaNA,GTNmeub0e64h4AJU2UobpA,1,2
Bars,The Beatles Revolution Lounge,1/12/2013,jPes_H-me9RwUruMNWKO8A,QfMHeXjBJhxjZ2i5cEgQEw,1,4
Restaurants,Chicago Joes,1/12/2013,G_o1D8yK7aoiIENYKxTkYA,KE8ak0JqreabjmWoHfrusw,1,5
Restaurants,Bartolotta Ristorante di Mare,1/14/2013,Ob1Q7sapKjy2tHSsv82evw,P9Yg5a4I02EzZf1yGKI5AA,1,2
Bars,Ghostbar,1/15/2013,xLSjU6NcPc3QLkDr136XNw,pIDLTlmy2OMApmAf-Fu5qA,1,4
Bars,Insert Coins,1/15/2013,XioOtafvmBYiWn9ge3IoFA,WWC7LdZal4Db9GKXLyIhPA,1,4
Bars,TGI Friday's,1/15/2013,_3jfYUqcian7slwk_3jAdw,6dhx-yQmS5u3W4OmaByhyw,1,5
Restaurants,Wolfgang Puck Pizzeria & Cucina,1/15/2013,UPkUuE5i4vSU9DJwFcg8Mg,XnXR4JGi5m5LyIG2OpQLAQ,1,5
Bars,PBR Rock Bar & Grill,1/16/2013,-66_nLBv-9DB5okdbAdRhA,zjNibeqSKdLzQCflk0x0Bg,1,3
Bars,Social House,1/16/2013,kiocAT8IvO42lk0FcBLy_g,RDrt8bU0qlz7hRVjZ7UMsw,1,1
Bars,Social House,1/16/2013,U13uq8z6QwjppDUU5_ZINg,zjNibeqSKdLzQCflk0x0Bg,1,4
Restaurants,Battista's Hole In the Wall,1/16/2013,WQzGbPD6Ru-7qeoQUY4oWQ,NeYK6t_dtGfHjCGSKb-DiA,1,5
Bars,PT's,1/18/2013,bLT49idg4ikzKfb8iJ1nGQ,XM1BsM0iNVRnh-pXa16tvg,1,3
Restaurants,D.O.C.G. Enoteca,1/18/2013,2VGAOOelNBqlYi2CbaItQQ,jF_SMBMnVJGZlxFStZ532w,1,2
Restaurants,Wolfgang Puck Pizzeria & Cucina,1/18/2013,ikue3DjJo3hxzogdH8Nyeg,1MwiLvPmxO5G4oERXl4ctQ,1,1
Restaurants,Rao's,1/19/2013,St9_C6OgZpUCDN8p8b8V2A,rB70Q39U9g-8lyMWigmLFg,1,4
Restaurants,Parma By Chef Marc,1/20/2013,l75HXjMpRzlZY-HdR1jtZw,5MxdAgz5QfHguljuqxmOLQ,1,5
Bars,All-American Bar & Grille,1/21/2013,pvqwPlvIt7ANdHLOIlt4kw,B1ZbZI7a4LRhkD7ftD_alg,1,3
Bars,CUT,1/21/2013,csGOPCyNHh798W6NiplRyQ,iz7-KdHZ24WZRLBS2zrrlA,1,3
Restaurants,Ferraro's  Restaurant & Wine Bar,1/21/2013,PXVFLxVEt-RYY--OiWAL6A,sovduOweKgPFAwA-MmmtzA,1,3
Restaurants,Otto Enoteca Pizzeria,1/21/2013,45nxX0xEzrmge0L9ag24uA,lh7KZJZ049aQUVihuB5z3w,1,3
Restaurants,Stratta,1/21/2013,XppVDA7hCNxODJ4qAQ0P6Q,oAKmFrtTEoRY5VpNg9oQvA,1,2
Restaurants,Canaletto,1/22/2013,54lmqkkyO3oc-7nDvfyzNA,YLE6GoJ61fb0QBF7JTkaJg,1,3
Restaurants,Margaritaville,1/22/2013,xEQHJ_UbjslNuls2_1O2xg,mqeECKGf6mvxOtnMt2jUgQ,1,5
Restaurants,Olive Garden Italian Restaurant,1/22/2013,4TBaqZqUGGacjsneRWDe-g,WESa1uP8iYxMgkqXFmciGA,1,4
Bars,MIX,1/23/2013,1RuaFFajuGHBymut69eo6w,tWWHSsAj04kzT5caXzStAw,1,3
Bars,PBR Rock Bar & Grill,1/23/2013,mHD40BDsHpcbDYOA_SNmEQ,4YCJz6h5HVM6CvsNUk2ATA,1,3
Bars,The Chandelier,1/23/2013,uOXaYaBx78sDtQrm_jQlsw,ZD-EVptauNE0vaszVPIOgA,1,5
Restaurants,Casa Di Amore,1/23/2013,JD8ooQq8_kyTJoo7V5DtpQ,GHJloEx0FbpjwZE-ya_nug,1,4
Bars,CUT,1/24/2013,oSdQ1rQZgNe_QIxVe2BXFw,oWnW2VmTuHH5nt9KLsgfXQ,1,5
Bars,PBR Rock Bar & Grill,1/24/2013,YlK9FxnEvTNrfCxWd-O-JA,VdakrOq9jTB17AuMhg3zYA,1,4
Bars,Zuri,1/24/2013,UaK2WqssgQuJTdoZz5hu8w,KUNoGIzy0ZllnTZmV8ylew,1,1
Restaurants,Casa Di Amore,1/24/2013,uT3zbaRZdgcGeN6L8doxeQ,B4KTa9To2jrqr-NK7c7kwA,1,5
Restaurants,Otto Enoteca Pizzeria,1/24/2013,N99xq46aUyqgiw19zrgCLQ,W5HMbgOcRYVOFo6sKuirGw,1,4
Restaurants,B&B Ristorante,1/26/2013,vOLMoJFiCpU2XtTT5QZsQA,DJ9DfRLbDBCQ_GJX_tugIQ,1,2
Restaurants,Nove Italiano,1/27/2013,Jiw7QKKker_NwQKoODGXtA,bhFn9lQBHFL0ZqwMIllwgw,1,4
Bars,Blondies Sports Bar & Grill,1/29/2013,ODLjKWfLvRHQzeXHdZnVvw,tjYJ1iWpCkU9rhIEXmxMog,1,2
Bars,Fat Tuesday,1/29/2013,sydtqNxPu4tdBlyFnk8E1w,4IX_BuhqxYUHi-kq2uNwyg,1,5
Bars,Bond,1/30/2013,PLx9lFA75N_DYLa35g8SvQ,mU0ESwytTrBT3bxTC6iw5Q,1,5
Bars,Dom DeMarco's Pizzeria & Bar,1/30/2013,LRLYtNHD9Ufa_fHVDLIByA,QWUSAHFMf3JD23xWh0StoA,1,5
Bars,Frankie's Tiki Room,1/30/2013,j4Jkz_efplV8vAW-myF9ug,eIntLM-mK4OxcO5kfUw5dg,1,5
Restaurants,B&B Ristorante,1/30/2013,30i_H28JbvXGJwlTIl4adQ,uturNkV48fOievcOqd98dw,1,2
Bars,CUT,1/31/2013,bWblB2ZQ40XNTbqd76USYg,as-i1DQN9aditeVjLg9Pfw,1,5
Restaurants,Amore Taste of Chicago,1/31/2013,kuSkLcZrZvB93D-zZave8Q,PfxtBvnKnDzdzi-tqze6Qg,1,4
Restaurants,Circo,1/31/2013,MFSKcZW-wUuzh477IwCfmg,tZRghStpjA5gZXbIEQm0hw,1,5
Restaurants,Scarpetta,1/31/2013,Mh97hJ7ctBwKBpy0UboSfw,7f6DRcbn4oCdl4VT36ieeQ,1,5
Bars,Insert Coins,2/2/2013,1RDEkNm2dWrMkLXSTlDsKQ,yfe0ZNg_jHfPkHK0UdcaFA,1,4
Bars,Nu Sanctuary Lounge,2/3/2013,u2NZHr6fn-6rxiD8gsHO0g,sLxyYIYCorS-pTtUU4VLuw,1,3
Bars,The Griffin,2/3/2013,IQZnhug6twmdivo0I2DPJA,LuDRUxhSa8_fGjotHBkJOw,1,4
Bars,Bar Vdara,2/4/2013,6CfUV7xmfwoLjmzRnKLR8A,B_fhPTS7nA3bd936NPKqOw,1,4
Bars,Grotto Ristorante,2/4/2013,FIHxBNJgooqWXV08l5ymjQ,KAjX6AcK9auY0gzJj1Amgg,1,4
Bars,All-American Bar & Grille,2/5/2013,4SEL3Lp9vu1UlROeGYWasQ,EO--Oab5itXKLIhnOb22uQ,1,4
Bars,Gold Diggers,2/6/2013,mDlyxd107t-82ZS44YLS6Q,sMBdzt8FE_oaqIzYRAwWZw,1,3
Restaurants,Casa Di Amore,2/6/2013,agL_Pb4o-3fzvMQIjGt4fw,PEZi27rgxxH2IKA13sGgdw,1,4
Restaurants,Circo,2/7/2013,xEJ0E0XWs423CgTK8obBsg,xlVIInd8GHQgCGhrYmj8iw,1,4
Restaurants,Otto Enoteca Pizzeria,2/7/2013,x1rYIF4s0HHBK8T96aqGLg,ca1tp8q_U2kiFALsmz7I0Q,1,3
Restaurants,Wolfgang Puck Pizzeria & Cucina,2/7/2013,kzsfwZIHkXdbZO3_xdFubw,2eZdvwU8gKHL3OusagqDug,1,4
Bars,SUSHISAMBA Las Vegas,2/9/2013,6EQws3S_HkQxYpWg7dpY-A,XHFnx7v37LpsohljwX4jxg,1,2
Restaurants,Parma By Chef Marc,2/9/2013,wVdtM9P_aA-hz-ShbNhIHw,rNGT6lePmm803H8w0rw4Fg,1,3
Bars,Wolfgang Puck Bar and Grill,2/10/2013,VoRwtqgCKnGrW9woXaBDsw,Dffv5Z1ux-Oa8slVhBn11g,1,3
Restaurants,Lupo,2/10/2013,8UPjcpflgI7ug3gGNnbKaQ,teqBd9OYjYGxpWMhikBZoQ,1,5
Restaurants,Mezzo Bistro and Wine,2/10/2013,OxNasN-TdNmMnxNVdfqrxg,GfTbIJmGwsMALhvFrrn9uA,1,4
Restaurants,Otto Enoteca Pizzeria,2/10/2013,Ppc4IP6x5wxycJsJk1nspw,teqBd9OYjYGxpWMhikBZoQ,1,4
Bars,The Peppermill Restaurant & Fireside Lounge,2/11/2013,cJvTlP7a66ITsqVSmHPSWQ,ye8EOK74un1w4I2YY60Nmg,1,5
Bars,Artisan Hotel Boutique,2/12/2013,1bT2NKMud2sHf2Qu6-1diw,skejgfGfX7gLLguZO7fnxA,1,1
Bars,Blondies Sports Bar & Grill,2/12/2013,L6xFxA6D9JgNIjDdj6ddGw,ZN95vjlbg7KXxkhDEDzacg,1,1
Bars,Dom DeMarco's Pizzeria & Bar,2/12/2013,,xQpO4Jfi-Np3HLmJrQAe0Q,1,4
Restaurants,Drugstore Café,2/12/2013,4fGb8-IioixDeFM4mrr0bA,HCEx4oFYz1GhBpnvPCZphA,1,3
Bars,Artisan Hotel Boutique,2/13/2013,ZobvYRUwJWI2vTKDQT4PzA,_q8d9etjraE0-r7lxHuYJA,1,1
Bars,Bond,2/13/2013,eci_mJ_kFLnN3pdyJEtPrg,xKrTpZcwR69fGocWlWTrsg,1,5
Bars,Fat Tuesday,2/13/2013,lTQgLLY7SgEnXfiwD4rlfQ,24SmJ0s8zhaBdUGYfNbNZw,1,4
Bars,VooDoo Rooftop Nightclub,2/13/2013,DnEcmkkEjdfoojuapqTYvA,Pxa6045WZqXTHQEDQWO8Pg,1,4
Cafes,Tiffany's Cafe,2/13/2013,akbFPftVCeMP0MFp7Q9O3w,RlMBK5SVrjH8qPCWvul-Aw,1,5
Restaurants,Battista's Hole In the Wall,2/13/2013,XIqzQRjLbX91cMGAnSrlkw,01x9fhwar4S7t911-oxe8g,1,1
Restaurants,Nora's Cuisine,2/13/2013,fS9ydvV5GwWRI6t1XNLIKA,2AUZVwNhTm6dfKATTGXDwQ,1,4
Restaurants,Trattoria Reggiano,2/13/2013,uhS6I9xxiAukjwWJYs_4ZA,GOfXZFnrJpbkfmEOKLvx1g,1,5
Restaurants,Lupo,2/15/2013,oU5lygdiggZsYXe5H2UjFQ,_Yw68TvcMGDyt36wYBRG_Q,1,1
Bars,The Peppermill Restaurant & Fireside Lounge,2/16/2013,sJpdj2mDHj2Vjvd3kqAP0A,bFzYkSFPc2WqtmkhXpG8Vw,1,5
Bars,Mad Matty's Bar & Grille,2/17/2013,CSoMxYySYM9X7GM3ew5TXA,G_ue950uf9ogbesfXafKeg,1,4
Bars,Social House,2/18/2013,YoOsaaAvqDaIRfBw20UU_A,Nz4EVgluEA4GqRMAkmQFew,1,2
Bars,BJ's Cocktail Lounge West,2/19/2013,sHvO1333VZDBf1ntD-yKsw,g12Tw50UPWCQxBBlMytgvA,1,1
Restaurants,Brio Tuscan Grille,2/19/2013,oOsslZsRLonJb4hMikKQWg,7J89yVG0AZT9RcpQX8qWkg,1,4
Restaurants,Casa Di Amore,2/19/2013,S2FrUDJNBOgHIoQlDQMpFA,tAz3rYg7Kefg7s9nRk10mQ,1,4
Bars,Hyde Bellagio,2/20/2013,m9TYo3ALDl_SzddPjXv4Ig,Amw6IIqZCqHjzd-SpIQanA,1,4
Bars,The Chandelier,2/20/2013,IuvCzTua-ECrK00VOtsrAQ,PG1RXbL1qXtGs9Z-qPh8fQ,1,5
Restaurants,D.O.C.G. Enoteca,2/20/2013,kxXaMDRKgmnMfUxOteEhdw,vJgFf8nCk_pwoQdnyCLuxw,1,2
Restaurants,LAVO Italian Restaurant & Lounge,2/20/2013,LhgLZMq5gLUSmNKloOYQYQ,YfQmsGHcFSo4KhFtkjJ2cw,1,5
Bars,Gordon Biersch Brewery Restaurant,2/21/2013,uFLh7x2hSZO8_4irIqDADg,FbdB9KXyuvT8rC_zmqRSuQ,1,4
Bars,Hyde Bellagio,2/21/2013,cHwL_Z_0nOW4_KvedVQKNA,3doFTfMWpYCoUs-0jNMhyA,1,4
Bars,SUSHISAMBA Las Vegas,2/21/2013,6EjbQwqy6WXk4eERSUZ65w,gvTms_z6UeudcNpQSY3zFw,1,4
Bars,Dom DeMarco's Pizzeria & Bar,2/22/2013,U65tTC6-xTjxFDCtZTBTcA,LfArkpbe9HjSWrrsGRtoCg,1,1
Bars,SUSHISAMBA Las Vegas,2/22/2013,RIeFjFb9chItHsXb9E4cHw,Q4vyMXTw97cI02l3uiBbxg,1,4
Restaurants,Battista's Hole In the Wall,2/22/2013,1iJwsJFquhGLaZftLf1g7A,fCMQtvN-G-djXIk1a8AigA,1,3
Restaurants,Stratta,2/22/2013,ssne-JKSumGIcJHneo2atA,YhQR1am9mdApixKg-0SXBg,1,4
Bars,Carnaval Court Bar & Grill,2/23/2013,Q2qbyLxpoBrlC7lqK2h27w,laUV5M-DhVMmakB7RUD6yw,1,4
Bars,Downtown Cocktail Room,2/23/2013,h5p8AeLcoCPUocmdgOOTEA,ouOe_Mbcz2_tfP0ZBFkxTA,1,5
Cafes,Tiffany's Cafe,2/23/2013,yScNZcupTj7QtRgZMVxh6A,Iu3Jo9ROp2IWC9FwtWOaUQ,1,4
Bars,Gold Lounge,2/25/2013,_5qNIOdaI5qw7He564Stew,79EBPTcnihcuwLhxuXSgCQ,1,3
Bars,Social House,2/25/2013,wVNs-0lqLp4Amr2TDgdohw,4r6v2iXUvpT-WnY661tnng,1,5
Restaurants,LAVO Italian Restaurant & Lounge,2/25/2013,E_kYYrX5RKbqf-yMHw06mA,E0sNkQa8e9uxTCb7qpJw-A,1,4
Restaurants,LAVO Italian Restaurant & Lounge,2/25/2013,dUpDJTTLBB6L7_UBj9u8ZA,WOlVHM7UYieGmn6-Fjm31Q,1,2
Bars,Grotto Ristorante,2/26/2013,r12X7JO-T1faFdL5l4L0NA,2n6Qzu61VsuffhiJno1WdQ,1,4
Bars,Social House,2/26/2013,o_t3WOtmu5YjKqtBXadvXQ,QjVPkaFYcHYd_BiSFP7t1w,1,4
Bars,VooDoo Rooftop Nightclub,2/26/2013,Aa8e_rOZFeeMd6vSaHgpGw,kOFP8a_Sl-NMMJSb1EdbLQ,1,4
Restaurants,Scarpetta,2/26/2013,HmrY5X-NVBm5BqyxCzvgDA,Wu68eZqADePpa5MzwfIgrA,1,5
Bars,Lily,2/27/2013,3v8Hw5mLyvKP9CuRwvMMzw,7-6GMQRQubiT-9AyBGE7LQ,1,2
Cafes,Studio Café,2/28/2013,ZVfjnXjdCz4oz8ZI0dkmWA,E_lUGb8YxhnqzQ2KuiTWDw,1,3
Restaurants,LAVO Italian Restaurant & Lounge,2/28/2013,xGwjjouclXXfjGH58UwxkQ,YRUfHbUJbxEgO_tuNhubXA,1,4
Bars,SUSHISAMBA Las Vegas,3/1/2013,7JKl47sRY9n3oI-haG6t8A,8wjeyLEjj_rTMCWx6jyFJg,1,4
Bars,V Bar,3/2/2013,CI2_XctA9IyIspA8imfT3w,nhWhHNoGgfYYnYL3H4RTqg,1,5
Cafes,The Bagel Cafe,3/2/2013,ABpU4pAJD-2pZyxD_Ihy1A,xQpO4Jfi-Np3HLmJrQAe0Q,1,4
Bars,Blue Martini,3/3/2013,uU47uaQLKD6WurS17eCswA,YKUaHasSi9KfHksM1T4ckg,1,4
Bars,TGI Friday's,3/3/2013,TPrlhWUz2Qc42nm1fss-Vg,iG4whwdLBarPu3dD5OKCvA,1,1
Cafes,Tiffany's Cafe,3/3/2013,OhRDB9rdUG388ZyPqtUBfA,Fno8YF3k_Hm1Wyd-pxplHg,1,5
Bars,Dom DeMarco's Pizzeria & Bar,3/5/2013,nVPZjNPMKTROhd_QO7Ljqg,05b8Uk-4rgyCDlBx7e0rMQ,1,4
Restaurants,Lupo,3/5/2013,iZqWNUj-AkNiU09ibaKV3A,W9H4G4cbPHSwleVliqhR8w,1,5
Restaurants,Maggiano's Little Italy,3/5/2013,I8Ut6MCg4sRRjl0btrRNgw,IJJ1nCtBQVujChSKlg_QhA,1,4
Restaurants,Tuscany Gardens,3/6/2013,sHnstfehIvQc3hV2zzJGGg,jEVt4CQiOLY3VHyu8N3gbA,1,3
Bars,Ghostbar,3/7/2013,QPpOv24e_rRUiRXzuV33Jw,DPUqYXT8dj5psqjchpP6cg,1,5
Bars,Lagasse's Stadium,3/7/2013,cbqln9iQIDBUsrebLxZbGg,1giup8Tfm44sYcFoN3PmwQ,1,3
Restaurants,Encore Beach Club,3/7/2013,T6Pd2xc0R5iuCL0bFfxUsA,wMUDtZG3ZyDB6-CQa5I0PQ,1,1
Restaurants,Parma By Chef Marc,3/7/2013,InfSJ8KEsPmj8Y33jVpTfQ,yGm2SL-z18l4zCSmy-_lUQ,1,3
Bars,Dom DeMarco's Pizzeria & Bar,3/8/2013,BOEyeIaASDKgKnt1bxVLNw,oERDC0cB3YEdzLWmPF1n9A,1,4
Bars,ISLA Mexican Kitchen & Tequila Bar,3/8/2013,d-StSdgTTMithFZOIC-BZQ,TpyxloBXNhXqf4qZiRIbeQ,1,3
Bars,The Chandelier,3/8/2013,OobxRFP3up2vloF-DDEfLA,k0lCvR9SfMgf4IPXMRYinA,1,4
Restaurants,Rao's,3/8/2013,GdRrzZTjfNpXKnckB0iUrQ,6SMhdEmNiiUuoQxuUTOs7g,1,5
Bars,Carnaval Court Bar & Grill,3/9/2013,LsLcnTbrlEadBTMA6lB1Hw,n-FhMaM6wCYMEK-tz1mTbA,1,5
Bars,Insert Coins,3/10/2013,Db-yf7X4pe4__eUJK5LoAw,8Lgpfab0lophWNxR4Xncxg,1,5
Bars,Tommy Rocker's,3/11/2013,AZV3lCez8VUdOTgIJ5kcFA,rEqzhRl0gS5cWpbh2QuBWw,1,4
Bars,Dom DeMarco's Pizzeria & Bar,3/13/2013,2E1veQJhRRAVMPzdjuEmDw,zj5MK7RY-xr9B3rwSaQ8cg,1,5
Bars,First Food & Bar,3/13/2013,7bRB2OPPtio4QAY3qxSG9g,_sKocx_OjrQrLnGYNMuacg,1,3
Bars,Stripper Bar,3/13/2013,YYQWiHuwcyCHWg3KhHROaQ,ovJAHUJlCllmv2Mxsll_GQ,1,5
Restaurants,D.O.C.G. Enoteca,3/13/2013,8NskqqYmGOmBWRv5wrnS4w,7wpEZGZcg8O2cToPbPgCDg,1,4
Bars,Hyde Bellagio,3/14/2013,u-d2fI7K8G5LBHSX7n54KA,_1vM1MYO9EFVFm2_iwvmyQ,1,2
Bars,Parasol Up / Parasol Down,3/14/2013,QolwxV5c9OdPH2u7bxBh6Q,rUNcGhyQoBMC2ZgmPN8UmQ,1,5
Bars,Nacho Daddy,3/15/2013,DR4JJSbBDC8P7TgGVdVZ0A,vNyM6SLdQuepUGXGRaigFw,1,1
Restaurants,Lakeside,3/15/2013,AeUfwSj0g3FCHV_0NiIaEg,ueq-gI8sMGVgI2vgpe4Vjw,1,3
Restaurants,Trattoria Nakamura-Ya,3/15/2013,Xebgl4Rt4uFNnyrTgt11cw,ipbvpgecCA0lPLecBNxUQw,1,5
Bars,Sammy's Beach Bar & Grill,3/16/2013,BNfSd0PDNOsjRs1BoX6knQ,bw2rgYTk1IXVTEjUjpF05Q,1,1
Restaurants,Battista's Hole In the Wall,3/17/2013,LxkzoaJck-EqkafpIBHgsw,ZnGOy1auz7pekZfKA_Mlwg,1,1
Bars,Don't Tell Mama,3/18/2013,iQ_OPma1Y4_zYp0psQBa9A,PV5voYSD43Cn_3gHmxG7DA,1,4
Bars,The Chandelier,3/18/2013,0sdO4BiMpWPxFCIQtBScSA,ZNIxRh-iCCynnUk5PFHJnw,1,5
Bars,The Peppermill Restaurant & Fireside Lounge,3/18/2013,un14E-puWyiAGarS9XgO_g,7Ed-jKjOEQee7iMscqiSUA,1,4
Cafes,Sidewalk Cafe,3/18/2013,iTJ9XNrZeLHaJRUDG716FA,DV3yp0jZATvilNWhAoxHGQ,1,1
Restaurants,Amore Taste of Chicago,3/18/2013,cSWdJ8gY0F7bIBIgmGr4JQ,QPpxuvuBgq1hIXTBpIe7_g,1,5
Restaurants,Parma By Chef Marc,3/18/2013,4WBC-MNednBUTNOa3gQ2Hw,glRXVWWD6x1EZKfjJawTOg,1,5
Bars,Diablo's Cantina,3/19/2013,Z0hQWEJF5riEY--_an8tug,HW-cL93tvU7qng1sZueKWw,1,5
Bars,Level 107 Lounge,3/19/2013,W6Bie0FhzGOpHBPdTG7Z-w,auAlMpATTXFHpYbFnCObbQ,1,4
Bars,Wolfgang Puck Bar and Grill,3/19/2013,DL7_JKUC82wSskWVHGEj5A,yd9lcxUrOcWpuWNAJ0qLgQ,1,5
Restaurants,Otto Enoteca Pizzeria,3/19/2013,JiAM_G_9lsQQEN5jXOWEug,h_sYQHYeBDvMixkN5uX56g,1,2
Restaurants,Valentino,3/19/2013,SP2KwjWGR7J4P4s3CAoUwg,wwUbQ5QAROFKanZPp2_8GQ,1,2
Bars,Coconuts Beach Bar & Mexican Grill,3/20/2013,ihIejE4RyPcnV-VxmO14TQ,sBeFRHiQ9IYPpiZV1xd58w,1,1
Bars,MIX,3/20/2013,IrrUwVKDEnng_vcPxO7RCQ,e9neCbKpGoJxue348T6wtw,1,5
Bars,Social House,3/20/2013,Esof_oe-6ZWhs5NuI75GTw,t9dSBPONLTj7dpTsd1sJnQ,1,5
Restaurants,Il Mulino,3/20/2013,GFUUNr2OYIpUZqHi61AVBA,x0QhIzlEYYIwTctwHxYewQ,1,5
Restaurants,Pasta Cucina,3/23/2013,zJpUP0yMZCLOVxRJZ2tTIA,IS3HpIH2Se_CDS4dlcCj3A,1,5
Restaurants,The Bootlegger Bistro,3/23/2013,5aX2nV8zN_lnemd2gebKFg,u5FiJzY6_48T24JYULIVJg,1,5
Bars,The Peppermill Restaurant & Fireside Lounge,3/25/2013,3b3oEZJuF9QfcBtue4DPLA,SElrP_oqYFRy1JSstZOW-A,1,5
Bars,V Bar,3/26/2013,b4zd7bQnZapKyqy7DYCj5w,K4Pmg6qBO9aOpVMgywHfIg,1,5
Bars,All-American Bar & Grille,3/27/2013,e7P8XX2r0VX9cqhM_2Wamg,Q3eZ1kp5Gu6X0EWbG3eSbQ,1,3
Bars,V Bar,3/27/2013,_OcyNIsqhQfUYFTnhQ6D1w,QB2h8hRFcVokhZuajF7Wiw,1,3
Restaurants,Encore Beach Club,3/27/2013,z5ZBwl4EjA4vrkXvlPvkOQ,0kHlIKnWzaMQ1TLYQB1rPg,1,5
Restaurants,Margaritaville,3/27/2013,4EnZx4P36-iJoYCP8SAaEg,zu2NCMohhum-Rjxs-9I98g,1,4
Restaurants,Margaritaville,3/28/2013,Zd1ZYa_jmAQhUD1KEul4nA,ukad8ungNB0nEO2j2R6aQg,1,5
Restaurants,Parma By Chef Marc,3/29/2013,21Cjhbs2Em5C4Y606U9OIw,urNv-y9xQ87RGCBZk0xaFg,1,4
Bars,Centrifuge,3/30/2013,GgBHB8aHU5QyJm2GzVffKQ,1eH1WCI0-h3P61OLyFP4Hw,1,4
Bars,Portofino by Chef Michael LaPlaca,3/31/2013,MDWm3QvBEAgOPZBKRNjhLg,bZ0azf68ovSTLpWEiUP6XA,1,2
Bars,Dom DeMarco's Pizzeria & Bar,4/1/2013,XciAXuLd3Kx83ZAiheSxMw,VWqt5IH8fm-k9M0CKFkJzg,1,4
Bars,Eastside Lounge,4/1/2013,pfUYtCem8Nzsvskkmy30UQ,gipsSxG3v8eDHrq18CfFNw,1,1
Bars,Mob Bar,4/1/2013,LcJoTSr1nKHuyT9_q71IgA,ChgmBht69bnqSdDxpWMAqQ,1,3
Bars,The Chandelier,4/1/2013,_6qZTDuj_ZkA4du14lAi5g,RInz0Dpd6egZ5r0hU6Jbtg,1,5
Restaurants,Ferraro's  Restaurant & Wine Bar,4/1/2013,QnXABttfTHXO-U1m9XYr5Q,jIham1Pu-cfjJrWIRTSshA,1,5
Restaurants,LAVO Italian Restaurant & Lounge,4/1/2013,dann7EXbFfM8ciOiz1GbHA,w4ey5ZafjvgcsO1PpT9adg,1,3
Restaurants,Sergio's Italian Gardens,4/1/2013,n5uNt2AA15WqHmtrsvyK-A,ymdxX51HdIYdFml4-d6bFA,1,5
Bars,Diablo's Cantina,4/2/2013,tlml8kSXFIBA8NIQ-NIzWw,zFkKmdHsODk8kiX0ktIxKQ,1,3
Bars,Fat Tuesday,4/2/2013,UWr_-5SoTX0XbpT1CIRuNA,1aJDObErOmph7lv7QzdtdQ,1,5
