Country,Region,Year,Energy_Type,Production_GWh,CO2_Saved_tons
Saudi Arabia,Asia,2020,Biomass,4827.21,2899.8
Saudi Arabia,Asia,2020,Hydro,4118.77,5895.4
Saudi Arabia,Asia,2020,Wind,3897.61,3065.96
Saudi Arabia,Asia,2020,Geothermal,2164.76,1634.45
South Korea,Asia,2020,Biomass,5692.8,4977.89
South Korea,Asia,2020,Geothermal,3642.84,4190.98
South Korea,Asia,2020,Wind,5385.87,6349.76
South Korea,Asia,2020,Tidal,4581.75,5553.33
South Korea,Asia,2020,Hydro,3089.66,2992.55
United Arab Emirates,Asia,2020,Solar,4774,3071.98
United Arab Emirates,Asia,2020,Geothermal,4125.24,6040.52
United Arab Emirates,Asia,2020,Hydro,332.37,328.6
United Arab Emirates,Asia,2020,Tidal,632.99,579.47
Denmark,Europe,2020,Solar,8924.61,5703.15
Denmark,Europe,2020,Geothermal,7776.35,7545.99
Denmark,Europe,2020,Biomass,2927.6,4105.37
Finland,Europe,2020,Solar,10494.01,14730.29
Finland,Europe,2020,Geothermal,6050.87,9600.54
Finland,Europe,2020,Biomass,6283.22,4325.67
France,Europe,2020,Solar,9436.61,6000.73
France,Europe,2020,Wind,6771.13,10816.38
France,Europe,2020,Tidal,1992.58,2774.71
France,Europe,2020,Geothermal,5702.55,8573.35
France,Europe,2020,Hydro,1095.62,1351.72
France,Europe,2020,Biomass,2337.81,2278.99
Germany,Europe,2020,Tidal,3018.91,3998.8
Italy,Europe,2020,Biomass,1343.57,1198.21
Italy,Europe,2020,Tidal,1419.65,1416.05
Italy,Europe,2020,Hydro,1785.64,1715.69
Italy,Europe,2020,Solar,7772.25,10336.89
Netherlands,Europe,2020,Hydro,4680.22,5465.72
Netherlands,Europe,2020,Solar,2633.38,2895.66
Netherlands,Europe,2020,Biomass,4311.06,4029.36
Netherlands,Europe,2020,Tidal,4575.45,3924.43
Netherlands,Europe,2020,Geothermal,1074.67,1519.39
Norway,Europe,2020,Biomass,1323.41,1395.48
Norway,Europe,2020,Geothermal,3754.13,5820.23
Norway,Europe,2020,Tidal,2123.05,2669.03
Poland,Europe,2020,Hydro,4578.78,3143.21
Poland,Europe,2020,Tidal,1677.23,2502.13
Spain,Europe,2020,Wind,4276.94,5829.12
Spain,Europe,2020,Geothermal,2103.8,2920.26
Spain,Europe,2020,Solar,2190.01,1527.76
Spain,Europe,2020,Hydro,1813.25,1249.87
Spain,Europe,2020,Biomass,1686.28,2447.15
Sweden,Europe,2020,Solar,3518.21,3277.97
Sweden,Europe,2020,Hydro,1531.94,1513.61
Sweden,Europe,2020,Geothermal,506.48,644.9
Sweden,Europe,2020,Wind,3924.12,4544.46
Sweden,Europe,2020,Biomass,4124.47,5592.62
United Kingdom,Europe,2020,Biomass,9429.54,8973.59
United Kingdom,Europe,2020,Wind,10603.91,12262.05
United Kingdom,Europe,2020,Tidal,4715.87,3887.03
United Kingdom,Europe,2020,Solar,11813.03,8189.15
United Kingdom,Europe,2020,Geothermal,9142.85,13422.55
Canada,North America,2020,Hydro,5132.59,3438.7
Canada,North America,2020,Biomass,4131.42,4166.09
Canada,North America,2020,Solar,4706.87,6160.28
Mexico,North America,2020,Wind,8622.83,9306.06
Mexico,North America,2020,Solar,6784,8922.56
Mexico,North America,2020,Tidal,3641.66,2346.31
Mexico,North America,2020,Geothermal,3784.7,5660.02
Mexico,North America,2020,Hydro,6615.24,8544.96
United States,North America,2020,Hydro,3029.19,4686
United States,North America,2020,Solar,474.84,438.83
United States,North America,2020,Wind,5021.4,7188.97
United States,North America,2020,Geothermal,549.47,747.61
Australia,Oceania,2020,Wind,3973.18,3015.55
Australia,Oceania,2020,Biomass,1637.44,2055.78
Australia,Oceania,2020,Solar,5567.89,4467.22
Argentina,South America,2020,Tidal,3381.2,4092.27
Argentina,South America,2020,Solar,2817.28,3005.91
Argentina,South America,2020,Biomass,4557.97,3941.12
Brazil,South America,2020,Geothermal,6224.2,6041.86
Brazil,South America,2020,Biomass,1644.76,1226.86
Chile,South America,2020,Geothermal,5386.32,7386.49
Chile,South America,2020,Hydro,2244.9,3492.8
Chile,South America,2020,Tidal,7527.59,9305.1
South Africa,Africa,2021,Biomass,7070.24,11189.13
South Africa,Africa,2021,Tidal,2511.23,3089.56
South Africa,Africa,2021,Wind,8979.24,7723.64
China,Asia,2021,Geothermal,2348.34,2468.41
China,Asia,2021,Solar,8521.7,9838.65
China,Asia,2021,Hydro,6216.11,4645.6
India,Asia,2021,Hydro,970.52,626.43
Japan,Asia,2021,Tidal,595.06,755.28
Japan,Asia,2021,Hydro,1655.26,1419
Japan,Asia,2021,Wind,3948.89,3130.73
Japan,Asia,2021,Biomass,4210.76,6303.69
Saudi Arabia,Asia,2021,Solar,6803.56,8987.53
Saudi Arabia,Asia,2021,Hydro,8815.65,8133.32
Saudi Arabia,Asia,2021,Geothermal,7443.53,4962.45
Saudi Arabia,Asia,2021,Wind,7937.94,8922.8
Saudi Arabia,Asia,2021,Tidal,4681.85,6724.54
South Korea,Asia,2021,Solar,8756.12,13897.62
South Korea,Asia,2021,Biomass,5780.74,4508.44
South Korea,Asia,2021,Geothermal,2196.22,2553.4
United Arab Emirates,Asia,2021,Hydro,2225.6,1684.79
United Arab Emirates,Asia,2021,Solar,2071.23,2279.7
United Arab Emirates,Asia,2021,Wind,693.39,587.57
United Arab Emirates,Asia,2021,Tidal,4585.34,2886.32
United Arab Emirates,Asia,2021,Geothermal,3461.18,2894.26
Denmark,Europe,2021,Hydro,3105.19,4065.16
Denmark,Europe,2021,Geothermal,2564.59,1557.2
Denmark,Europe,2021,Tidal,1907.02,2774.67
Denmark,Europe,2021,Wind,11164.61,9861.33
Denmark,Europe,2021,Biomass,5131.76,4938.14
Finland,Europe,2021,Biomass,6294.16,9395.21
Finland,Europe,2021,Geothermal,1730.35,2692.47
Finland,Europe,2021,Solar,2496.29,1962.1
Finland,Europe,2021,Hydro,4792.45,5096.54
Finland,Europe,2021,Tidal,3547.38,2996.65
Finland,Europe,2021,Wind,1021.13,1456.38
France,Europe,2021,Biomass,4947.82,5068.1
France,Europe,2021,Hydro,412.43,579.31
France,Europe,2021,Tidal,1114.04,1096.99
Germany,Europe,2021,Hydro,11884.14,13706.68
Germany,Europe,2021,Solar,7061.65,4946.87
Italy,Europe,2021,Wind,4013.36,4197.07
Italy,Europe,2021,Solar,1728.49,1977.61
Italy,Europe,2021,Geothermal,5167.49,3543.39
Netherlands,Europe,2021,Wind,6555.61,5077.57
Netherlands,Europe,2021,Tidal,3203.14,4641.03
Netherlands,Europe,2021,Hydro,6088.83,6621.56
Norway,Europe,2021,Tidal,3262.13,2308.82
Poland,Europe,2021,Geothermal,1957.62,2267.88
Poland,Europe,2021,Tidal,518.99,560.4
Poland,Europe,2021,Biomass,5401.26,3957.57
Poland,Europe,2021,Hydro,2254.96,3152.47
Spain,Europe,2021,Wind,728.63,1059.6
Spain,Europe,2021,Hydro,1829.09,2138.94
Spain,Europe,2021,Solar,4434.69,6507.9
Spain,Europe,2021,Geothermal,2538.7,3340.09
Spain,Europe,2021,Biomass,4338.47,3370.23
Sweden,Europe,2021,Tidal,2422.4,2798.04
Sweden,Europe,2021,Geothermal,6800.04,5059.74
Sweden,Europe,2021,Solar,2841.24,1950.53
Sweden,Europe,2021,Wind,3305.76,4167.65
Sweden,Europe,2021,Hydro,1083.81,1074.05
Sweden,Europe,2021,Biomass,6153.73,8180.3
United Kingdom,Europe,2021,Wind,14198.13,22355.62
United Kingdom,Europe,2021,Biomass,4711.95,2855.94
United Kingdom,Europe,2021,Tidal,4486.41,3328.35
Canada,North America,2021,Tidal,6624.4,8950.48
Canada,North America,2021,Geothermal,5482.4,8230.07
Canada,North America,2021,Biomass,1718.01,1916.36
Canada,North America,2021,Solar,17388.72,21136.25
Canada,North America,2021,Wind,911.99,808.86
Mexico,North America,2021,Hydro,4900.48,5759.22
Mexico,North America,2021,Solar,6014.73,8136.02
Mexico,North America,2021,Tidal,1076.1,1657.92
Mexico,North America,2021,Geothermal,6513.89,7742.34
United States,North America,2021,Geothermal,563.85,694.16
United States,North America,2021,Tidal,772.87,565.98
United States,North America,2021,Hydro,1362.95,1619.61
Australia,Oceania,2021,Solar,582.66,754.89
Australia,Oceania,2021,Hydro,3079.47,2163.1
Australia,Oceania,2021,Wind,4166.52,3050.62
Argentina,South America,2021,Hydro,2272.23,1932.75
Argentina,South America,2021,Wind,6207.27,8165.04
Argentina,South America,2021,Geothermal,1436.02,1781.15
Argentina,South America,2021,Tidal,2805.05,4319.53
Argentina,South America,2021,Biomass,2339.99,3042.12
Brazil,South America,2021,Geothermal,1424.67,1881.01
Brazil,South America,2021,Solar,3069.73,4400.04
Brazil,South America,2021,Hydro,5313.45,5794.83
Chile,South America,2021,Solar,2055.79,2325.62
Chile,South America,2021,Hydro,7895.14,7141.55
Chile,South America,2021,Biomass,7029.06,7058.56
South Africa,Africa,2022,Biomass,1234.07,1583.57
South Africa,Africa,2022,Hydro,9158.02,8531.15
South Africa,Africa,2022,Tidal,1274.12,1121.04
South Africa,Africa,2022,Geothermal,2241.9,2631.73
China,Asia,2022,Hydro,3017.6,1826.41
China,Asia,2022,Solar,8310.08,11562.48
China,Asia,2022,Biomass,1399.75,1243.12
China,Asia,2022,Tidal,1529.3,2131.69
India,Asia,2022,Geothermal,4224.23,4907.08
India,Asia,2022,Hydro,6809.77,9947.56
Japan,Asia,2022,Solar,2073.32,1758.27
Japan,Asia,2022,Hydro,376.68,472.24
Japan,Asia,2022,Tidal,2296.52,2055.47
Japan,Asia,2022,Geothermal,856.82,776.97
Saudi Arabia,Asia,2022,Geothermal,8843.6,13603.61
Saudi Arabia,Asia,2022,Hydro,11417.49,7763.4
South Korea,Asia,2022,Tidal,771.19,598.16
South Korea,Asia,2022,Wind,7466.5,6972.16
South Korea,Asia,2022,Solar,2323.4,3364.45
South Korea,Asia,2022,Biomass,5811.31,5470.54
South Korea,Asia,2022,Geothermal,3899.82,4315.89
South Korea,Asia,2022,Hydro,814.37,652.46
United Arab Emirates,Asia,2022,Tidal,1925.99,2513.68
United Arab Emirates,Asia,2022,Geothermal,5839.99,5427.01
United Arab Emirates,Asia,2022,Solar,1558.62,2333.53
Denmark,Europe,2022,Hydro,3509.48,3181.88
Denmark,Europe,2022,Geothermal,10199.67,14840.51
Denmark,Europe,2022,Biomass,7428.1,9651.42
Denmark,Europe,2022,Tidal,2461.24,2309.72
Finland,Europe,2022,Tidal,1823.26,2756.96
Finland,Europe,2022,Wind,7082.82,10400.03
Finland,Europe,2022,Biomass,6596.36,4851.61
Finland,Europe,2022,Geothermal,8188.34,6246.45
France,Europe,2022,Hydro,4724.31,6352.63
France,Europe,2022,Tidal,4047.27,5346.15
France,Europe,2022,Wind,9741.86,12257.5
France,Europe,2022,Biomass,5336.18,5081.76
France,Europe,2022,Solar,5596.34,6574.65
Germany,Europe,2022,Wind,7809.37,7058.39
Germany,Europe,2022,Geothermal,8703.22,9142.86
Germany,Europe,2022,Hydro,11461.42,13826.11
Germany,Europe,2022,Tidal,8485.77,13132.49
Germany,Europe,2022,Solar,2877.17,3537.32
Italy,Europe,2022,Solar,6476.91,9596.54
Italy,Europe,2022,Geothermal,5810.7,4490.97
Italy,Europe,2022,Hydro,7188.61,9183.7
Italy,Europe,2022,Tidal,2822.18,4507.78
Netherlands,Europe,2022,Wind,6434.87,5606.37
Netherlands,Europe,2022,Biomass,10693.09,13908.47
Netherlands,Europe,2022,Geothermal,2716.66,1692.75
Netherlands,Europe,2022,Tidal,612.43,406.53
Norway,Europe,2022,Tidal,1942.12,2879.57
Norway,Europe,2022,Geothermal,4886.42,5415.78
Norway,Europe,2022,Biomass,4215.23,5608.34
Norway,Europe,2022,Solar,8964.26,10656.81
Norway,Europe,2022,Hydro,2997.91,1944.36
Poland,Europe,2022,Hydro,2521.87,2684.02
Poland,Europe,2022,Geothermal,1016.17,1517.58
Poland,Europe,2022,Wind,4714.53,6950.16
Spain,Europe,2022,Hydro,689.88,551.5
Spain,Europe,2022,Biomass,4138.98,3513.26
Spain,Europe,2022,Wind,4433.25,4448.29
Sweden,Europe,2022,Hydro,3464.86,3854.84
Sweden,Europe,2022,Wind,6000.47,9021.98
Sweden,Europe,2022,Biomass,5590.34,8113.75
Sweden,Europe,2022,Solar,3800.48,4321.72
Sweden,Europe,2022,Geothermal,4157.89,3302.72
Sweden,Europe,2022,Tidal,3124.69,3592.35
United Kingdom,Europe,2022,Tidal,3868.31,3416.67
United Kingdom,Europe,2022,Geothermal,8309.46,7246.7
United Kingdom,Europe,2022,Biomass,6604.06,5766.45
United Kingdom,Europe,2022,Solar,10977.01,8947.72
Canada,North America,2022,Tidal,4090.11,2659.46
Canada,North America,2022,Biomass,2596.22,2661.51
Canada,North America,2022,Geothermal,7975.13,4829.3
Canada,North America,2022,Solar,3983.98,2487.7
Canada,North America,2022,Hydro,2963.83,3842.17
Mexico,North America,2022,Geothermal,7954.82,6080.3
Mexico,North America,2022,Solar,5113.84,4126.19
Mexico,North America,2022,Wind,5079.5,6586.91
Mexico,North America,2022,Hydro,5909.69,4225.93
Mexico,North America,2022,Tidal,2059.8,2070.2
United States,North America,2022,Hydro,3642.15,4637.78
United States,North America,2022,Wind,995.81,1026.73
United States,North America,2022,Tidal,915.81,1395.02
United States,North America,2022,Geothermal,2518.74,2365.86
United States,North America,2022,Solar,4245.29,5878.11
Australia,Oceania,2022,Wind,1285.05,900.13
Australia,Oceania,2022,Hydro,2739.57,4282.63
Argentina,South America,2022,Biomass,3363.15,5249.63
Argentina,South America,2022,Solar,6749.72,9320.94
Argentina,South America,2022,Geothermal,2786.95,3434.28
Brazil,South America,2022,Solar,4784.1,6901.28
Brazil,South America,2022,Biomass,1979.62,3122.81
Brazil,South America,2022,Tidal,2264.73,3184.59
Brazil,South America,2022,Wind,602.33,666.02
Brazil,South America,2022,Geothermal,510.81,588.27
Chile,South America,2022,Geothermal,6052.47,4770.72
Chile,South America,2022,Hydro,3691.36,3623.31
Chile,South America,2022,Tidal,1905.67,1280.13
Chile,South America,2022,Solar,11494.16,11025.71
Chile,South America,2022,Wind,4649.92,6055.23
South Africa,Africa,2023,Biomass,6817.93,7803.24
South Africa,Africa,2023,Hydro,2333.17,3463.95
South Africa,Africa,2023,Geothermal,11525.27,16075.98
South Africa,Africa,2023,Solar,9869.21,8347.23
South Africa,Africa,2023,Tidal,5127.79,5068.21
China,Asia,2023,Hydro,2057.37,2091.46
China,Asia,2023,Geothermal,6726.93,4491.43
China,Asia,2023,Tidal,2909.13,4599.45
China,Asia,2023,Biomass,7747.52,8941.82
China,Asia,2023,Solar,7676.28,9186.5
China,Asia,2023,Wind,2181.41,1622.05
India,Asia,2023,Tidal,3984.64,5766.46
India,Asia,2023,Geothermal,11702.79,9539.46
India,Asia,2023,Hydro,3284.94,2047.1
India,Asia,2023,Wind,8706.25,9561.77
India,Asia,2023,Solar,3097.1,2872.36
Japan,Asia,2023,Geothermal,4995.88,3406.54
Japan,Asia,2023,Solar,1296.46,976.47
Saudi Arabia,Asia,2023,Solar,4717.12,6251
Saudi Arabia,Asia,2023,Tidal,2055.43,3285.47
Saudi Arabia,Asia,2023,Biomass,4753.96,3709.97
Saudi Arabia,Asia,2023,Geothermal,6293.09,6662.62
South Korea,Asia,2023,Wind,7819.25,9595.79
South Korea,Asia,2023,Tidal,8016.29,7644.3
South Korea,Asia,2023,Biomass,6323.55,5111.09
United Arab Emirates,Asia,2023,Hydro,1242.89,1140.47
United Arab Emirates,Asia,2023,Geothermal,6325.06,9361.92
United Arab Emirates,Asia,2023,Solar,7166.33,11292.54
United Arab Emirates,Asia,2023,Tidal,1954.94,2696.07
United Arab Emirates,Asia,2023,Biomass,2907.63,4459.63
Denmark,Europe,2023,Hydro,1859.88,1528.39
Denmark,Europe,2023,Tidal,8725.21,9065.25
Denmark,Europe,2023,Wind,2292.21,1708.45
Finland,Europe,2023,Geothermal,6983.7,8997.43
Finland,Europe,2023,Hydro,8973.69,12803.86
Finland,Europe,2023,Wind,3039.7,2111.1
Finland,Europe,2023,Tidal,3120.97,2934.69
Finland,Europe,2023,Biomass,7573.99,4642.08
Finland,Europe,2023,Solar,6458.18,9921.81
France,Europe,2023,Geothermal,3620.24,5689.17
France,Europe,2023,Tidal,5366.5,7226.31
France,Europe,2023,Solar,8549.05,12852.67
Germany,Europe,2023,Solar,12474.46,9443.88
Germany,Europe,2023,Hydro,4137.54,5407.58
Germany,Europe,2023,Geothermal,12802.59,19510.01
Germany,Europe,2023,Biomass,13284.97,20374.74
Germany,Europe,2023,Wind,996.9,1047.25
Germany,Europe,2023,Tidal,6879.8,10377.57
Italy,Europe,2023,Biomass,4459.83,6058.13
Italy,Europe,2023,Geothermal,5612.11,5722.07
Italy,Europe,2023,Hydro,3234.99,4766.65
Netherlands,Europe,2023,Tidal,4501.69,3927.34
Netherlands,Europe,2023,Solar,1418.02,1413.78
Norway,Europe,2023,Solar,9283.2,14072.5
Norway,Europe,2023,Biomass,6257.04,5011.2
Norway,Europe,2023,Wind,8406.82,13202.84
Norway,Europe,2023,Tidal,1850.13,2354.06
Norway,Europe,2023,Hydro,2590.92,3368.23
Poland,Europe,2023,Biomass,1176.83,1269.2
Poland,Europe,2023,Hydro,2405.22,1864.69
Poland,Europe,2023,Wind,8463.19,6017.04
Spain,Europe,2023,Wind,5054.24,4740.04
Spain,Europe,2023,Solar,6696.68,6014.97
Spain,Europe,2023,Biomass,4496.27,3287.7
Sweden,Europe,2023,Wind,1315.37,1651.41
Sweden,Europe,2023,Hydro,4649.92,4267.63
Sweden,Europe,2023,Biomass,2308.23,2373.57
Sweden,Europe,2023,Solar,1071.22,1420
Sweden,Europe,2023,Tidal,653.4,875.44
United Kingdom,Europe,2023,Wind,1186.23,1069.29
United Kingdom,Europe,2023,Biomass,12495.47,17571.13
United Kingdom,Europe,2023,Geothermal,2837.96,2781.79
United Kingdom,Europe,2023,Hydro,2853.55,2648.44
Canada,North America,2023,Geothermal,14390.82,19336.3
Canada,North America,2023,Tidal,6750.5,5903.97
Canada,North America,2023,Wind,12489.02,19358.48
Canada,North America,2023,Hydro,11241.04,12418.86
Canada,North America,2023,Solar,9484.17,13291.27
Mexico,North America,2023,Solar,6021.74,3788.83
Mexico,North America,2023,Hydro,6703.52,9443.45
Mexico,North America,2023,Wind,6550.89,6477.75
Mexico,North America,2023,Geothermal,6146.48,4837.03
Mexico,North America,2023,Tidal,4225.05,5117.84
United States,North America,2023,Geothermal,2004.48,3177.72
United States,North America,2023,Wind,8964.5,13683.12
United States,North America,2023,Solar,5137.58,3342.45
United States,North America,2023,Biomass,3066.68,3137.24
Australia,Oceania,2023,Geothermal,8707.68,6373.87
Australia,Oceania,2023,Hydro,3016.9,3403.93
Australia,Oceania,2023,Wind,7035.41,7702.98
Australia,Oceania,2023,Biomass,3027.22,3883.75
Argentina,South America,2023,Solar,2644.84,2092.08
Argentina,South America,2023,Geothermal,3750.87,4085.57
Argentina,South America,2023,Hydro,3688.89,2729.57
Brazil,South America,2023,Biomass,7139.42,4951.19
Brazil,South America,2023,Solar,1445.01,1082.16
Brazil,South America,2023,Wind,6608.64,5731.84
Brazil,South America,2023,Tidal,533.85,325.35
Brazil,South America,2023,Geothermal,5779.05,8367.3
Brazil,South America,2023,Hydro,2795.69,3256.98
Chile,South America,2023,Biomass,6257.27,7370.68
Chile,South America,2023,Wind,8865.61,9006.18
Chile,South America,2023,Tidal,4432.8,4480.84
Chile,South America,2023,Geothermal,6039.09,6341.32
South Africa,Africa,2024,Wind,14603.52,16493.69
South Africa,Africa,2024,Biomass,3996.42,5780.84
South Africa,Africa,2024,Solar,4290.09,6416.97
South Africa,Africa,2024,Hydro,16702.39,11693.92
China,Asia,2024,Solar,6267.98,5922
China,Asia,2024,Biomass,1159.25,1595.35
China,Asia,2024,Wind,8120.46,10842.33
China,Asia,2024,Tidal,472.17,377.49
China,Asia,2024,Geothermal,3821.58,4950.43
India,Asia,2024,Wind,6536.64,5194.38
India,Asia,2024,Hydro,4256.29,5807.3
India,Asia,2024,Tidal,2372.2,2631.06
India,Asia,2024,Solar,11401.97,15550.65
Japan,Asia,2024,Tidal,298.8,476.32
Japan,Asia,2024,Biomass,5000.51,5892.16
Japan,Asia,2024,Geothermal,3992.16,5282.75
Japan,Asia,2024,Wind,970.83,1077.99
Saudi Arabia,Asia,2024,Solar,8338.44,13270.32
Saudi Arabia,Asia,2024,Geothermal,7531.6,11761.74
Saudi Arabia,Asia,2024,Biomass,13452.47,21294.67
South Korea,Asia,2024,Tidal,4260.35,5869.87
United Arab Emirates,Asia,2024,Tidal,246.45,214.38
United Arab Emirates,Asia,2024,Geothermal,5081.82,4949.49
United Arab Emirates,Asia,2024,Hydro,4346.83,4679.81
United Arab Emirates,Asia,2024,Biomass,1431.97,1135.92
Denmark,Europe,2024,Biomass,8214.63,10982.35
Finland,Europe,2024,Wind,8217.33,11762.42
Finland,Europe,2024,Biomass,4323.11,4161.29
Finland,Europe,2024,Solar,2731.29,2242.7
France,Europe,2024,Geothermal,3653.51,4650.29
France,Europe,2024,Tidal,328.53,487.62
France,Europe,2024,Hydro,4528.39,6297.55
France,Europe,2024,Wind,10334.92,16328.58
France,Europe,2024,Biomass,8255.45,12715.8
France,Europe,2024,Solar,9304.01,6892.01
Germany,Europe,2024,Wind,7925.43,5740.81
Germany,Europe,2024,Solar,4712.71,4277.31
Germany,Europe,2024,Tidal,14009.57,22409.32
Germany,Europe,2024,Biomass,2377.43,3713.33
Germany,Europe,2024,Geothermal,1583.58,1634.3
Italy,Europe,2024,Geothermal,3142.21,2631.85
Italy,Europe,2024,Solar,4306.78,4353.68
Italy,Europe,2024,Biomass,10051.5,6234.27
Netherlands,Europe,2024,Solar,12779.25,9929.95
Netherlands,Europe,2024,Biomass,666.56,943.44
Netherlands,Europe,2024,Wind,9647.05,11229.02
Netherlands,Europe,2024,Tidal,4318.03,2626.73
Norway,Europe,2024,Tidal,3886.03,2957.02
Norway,Europe,2024,Biomass,816.69,608.7
Norway,Europe,2024,Solar,12078.66,13333.55
Poland,Europe,2024,Hydro,1140.24,1493.52
Poland,Europe,2024,Biomass,7343.59,11315.56
Poland,Europe,2024,Wind,974.85,921.45
Spain,Europe,2024,Biomass,2876.3,3628.93
Spain,Europe,2024,Hydro,4098.57,4167.33
Spain,Europe,2024,Solar,7203.98,6165.09
Spain,Europe,2024,Tidal,2975.18,2193.19
Sweden,Europe,2024,Biomass,867.66,536.76
United Kingdom,Europe,2024,Geothermal,12265.99,10344.11
United Kingdom,Europe,2024,Hydro,8803.25,12606.48
United Kingdom,Europe,2024,Biomass,6648,6051.51
United Kingdom,Europe,2024,Solar,14508.57,17024.35
United Kingdom,Europe,2024,Tidal,1696.6,1884.05
Canada,North America,2024,Wind,4088.45,5290.25
Canada,North America,2024,Geothermal,5678.44,8545.14
Canada,North America,2024,Biomass,13894.43,18974.16
Mexico,North America,2024,Hydro,1188.5,1076.04
Mexico,North America,2024,Geothermal,5490.23,5590.37
Mexico,North America,2024,Biomass,2190.77,2706.7
Mexico,North America,2024,Tidal,8089.98,9343.22
Mexico,North America,2024,Solar,11446,13933.93
United States,North America,2024,Tidal,2049.22,2425.6
United States,North America,2024,Hydro,1405.29,2193.35
United States,North America,2024,Biomass,4482.85,3793.46
United States,North America,2024,Solar,6826.99,8050.25
United States,North America,2024,Wind,984.92,1166.32
United States,North America,2024,Geothermal,2895.21,3692.01
Australia,Oceania,2024,Solar,752.32,496.88
Australia,Oceania,2024,Geothermal,2321.33,2579.7
Argentina,South America,2024,Solar,891.86,640.52
Argentina,South America,2024,Wind,4316.86,5517.28
Argentina,South America,2024,Tidal,889.83,1240.15
Argentina,South America,2024,Geothermal,3037.13,3253.43
Brazil,South America,2024,Biomass,933.46,1427.04
Brazil,South America,2024,Solar,4730.47,6548.75
Brazil,South America,2024,Wind,1747.73,1971.72
Brazil,South America,2024,Hydro,4643.37,6907.27
Brazil,South America,2024,Tidal,3291.29,4450.66
Chile,South America,2024,Tidal,4777.83,4359.77
Chile,South America,2024,Wind,6902.07,8907.1
