Business Name,Category,City,Customer ID,Date,State,Number of Records,Spend
The Bagel Café,Bars,Las Vegas,ZP2PRJ8DAxDamxe82CuOCQ,2/25/2015,NV,1,
The Bagel Café,Restaurants,Las Vegas,ZP2PRJ8DAxDamxe82CuOCQ,2/25/2015,NV,1,
The Bagel Café,Cafes,Las Vegas,ZP2PRJ8DAxDamxe82CuOCQ,2/25/2015,NV,1,26.57
The Chandelier,Bars,Las Vegas,6bd7x71_j4qaChI1hBQu4A,2/25/2015,NV,1,
The Chandelier,Cafes,Las Vegas,6bd7x71_j4qaChI1hBQu4A,2/25/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,6bd7x71_j4qaChI1hBQu4A,2/25/2015,NV,1,233.19
The Chandelier,Cafes,Las Vegas,RLmUj1QGMz2dLBcdayuBiw,2/26/2015,NV,1,
The Chandelier,Bars,Las Vegas,RLmUj1QGMz2dLBcdayuBiw,2/26/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,RLmUj1QGMz2dLBcdayuBiw,2/26/2015,NV,1,400.56
CUT,Cafes,Las Vegas,VSRmWUjNkSSeV7PLBOuh1A,2/27/2015,NV,1,
CUT,Bars,Las Vegas,VSRmWUjNkSSeV7PLBOuh1A,2/27/2015,NV,1,
CUT,Restaurants,Las Vegas,VSRmWUjNkSSeV7PLBOuh1A,2/27/2015,NV,1,340.28
Nora's Cuisine,Restaurants,Las Vegas,4Fj9QBaE6cc2Lm8vhbv5Cg,2/27/2015,NV,1,
Nora's Cuisine,Cafes,Las Vegas,4Fj9QBaE6cc2Lm8vhbv5Cg,2/27/2015,NV,1,
Nora's Cuisine,Bars,Las Vegas,4Fj9QBaE6cc2Lm8vhbv5Cg,2/27/2015,NV,1,36.99
Nora's Cuisine,Restaurants,Las Vegas,CZwNmePLhQTBWAJKgLn7lg,2/27/2015,NV,1,
Nora's Cuisine,Cafes,Las Vegas,CZwNmePLhQTBWAJKgLn7lg,2/27/2015,NV,1,
Nora's Cuisine,Bars,Las Vegas,CZwNmePLhQTBWAJKgLn7lg,2/27/2015,NV,1,86.74
SUSHISAMBA Las Vegas,Cafes,Las Vegas,xNb8pFe99ENj8BeMsCBPcQ,2/27/2015,NV,1,
SUSHISAMBA Las Vegas,Bars,Las Vegas,xNb8pFe99ENj8BeMsCBPcQ,2/27/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Las Vegas,xNb8pFe99ENj8BeMsCBPcQ,2/27/2015,NV,1,174.18
The Bagel Café,Bars,Las Vegas,2BiT4UmTnrnipyJTcBb6QA,2/27/2015,NV,1,
The Bagel Café,Restaurants,Las Vegas,2BiT4UmTnrnipyJTcBb6QA,2/27/2015,NV,1,
The Bagel Café,Cafes,Las Vegas,2BiT4UmTnrnipyJTcBb6QA,2/27/2015,NV,1,15.58
The Peppermill Restaurant & Fireside Lounge,Cafes,Las Vegas,OAd-vbR_POac1zHtu-Y2Zg,2/27/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Bars,Las Vegas,OAd-vbR_POac1zHtu-Y2Zg,2/27/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Las Vegas,OAd-vbR_POac1zHtu-Y2Zg,2/27/2015,NV,1,259.66
Brio Tuscan Grille,Cafes,Las Vegas,dNvxK1cXGqi5nVOWIhN2Zw,2/28/2015,NV,1,
Brio Tuscan Grille,Restaurants,Las Vegas,dNvxK1cXGqi5nVOWIhN2Zw,2/28/2015,NV,1,
Brio Tuscan Grille,Bars,Las Vegas,dNvxK1cXGqi5nVOWIhN2Zw,2/28/2015,NV,1,43.96
Brio Tuscan Grille,Cafes,Las Vegas,s5TKbtPmScdaT1XepvdcAg,2/28/2015,NV,1,
Brio Tuscan Grille,Restaurants,Las Vegas,s5TKbtPmScdaT1XepvdcAg,2/28/2015,NV,1,
Brio Tuscan Grille,Bars,Las Vegas,s5TKbtPmScdaT1XepvdcAg,2/28/2015,NV,1,23.33
CUT,Bars,Las Vegas,6kvUHI9MYtIuJXWecP7Zqg,2/28/2015,NV,1,
CUT,Cafes,Las Vegas,6kvUHI9MYtIuJXWecP7Zqg,2/28/2015,NV,1,
CUT,Restaurants,Las Vegas,6kvUHI9MYtIuJXWecP7Zqg,2/28/2015,NV,1,126.22
Encore Beach Club,Cafes,Las Vegas,VvrOVlFzCbkOVX4PsF3BOw,2/28/2015,NV,1,
Encore Beach Club,Restaurants,Las Vegas,VvrOVlFzCbkOVX4PsF3BOw,2/28/2015,NV,1,
Encore Beach Club,Bars,Las Vegas,VvrOVlFzCbkOVX4PsF3BOw,2/28/2015,NV,1,43.64
Fat Tuesday,Bars,Las Vegas,jJTp4Uw3YI0AAcoXXSxBtA,2/28/2015,NV,1,
Fat Tuesday,Cafes,Las Vegas,jJTp4Uw3YI0AAcoXXSxBtA,2/28/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,jJTp4Uw3YI0AAcoXXSxBtA,2/28/2015,NV,1,283.29
Frankie's Tiki Room,Bars,Las Vegas,n6sFrQYz44nppbvriY36mg,2/28/2015,NV,1,
Frankie's Tiki Room,Cafes,Las Vegas,n6sFrQYz44nppbvriY36mg,2/28/2015,NV,1,
Frankie's Tiki Room,Restaurants,Las Vegas,n6sFrQYz44nppbvriY36mg,2/28/2015,NV,1,164.98
Scarpetta,Restaurants,Las Vegas,STcCu-FCjB4gjMRkMb_B3Q,2/28/2015,NV,1,
Scarpetta,Cafes,Las Vegas,STcCu-FCjB4gjMRkMb_B3Q,2/28/2015,NV,1,
Scarpetta,Bars,Las Vegas,STcCu-FCjB4gjMRkMb_B3Q,2/28/2015,NV,1,32.46
The Bagel Café,Restaurants,Las Vegas,HlVqy-Mv0FnhMbHz1W57yA,2/28/2015,NV,1,
The Bagel Café,Bars,Las Vegas,HlVqy-Mv0FnhMbHz1W57yA,2/28/2015,NV,1,
The Bagel Café,Cafes,Las Vegas,HlVqy-Mv0FnhMbHz1W57yA,2/28/2015,NV,1,17.01
The Chandelier,Bars,Las Vegas,HYePUgL2QqZLMQnobh7imw,2/28/2015,NV,1,
The Chandelier,Cafes,Las Vegas,HYePUgL2QqZLMQnobh7imw,2/28/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,HYePUgL2QqZLMQnobh7imw,2/28/2015,NV,1,217.1
Frankie's Tiki Room,Bars,Las Vegas,0VfJi9Au0rVFVnPKcJpt3Q,3/1/2015,NV,1,
Frankie's Tiki Room,Cafes,Las Vegas,0VfJi9Au0rVFVnPKcJpt3Q,3/1/2015,NV,1,
Frankie's Tiki Room,Restaurants,Las Vegas,0VfJi9Au0rVFVnPKcJpt3Q,3/1/2015,NV,1,226.49
The Chandelier,Cafes,Las Vegas,IbWKbubDvcewNjHnxpTKiQ,3/1/2015,NV,1,
The Chandelier,Bars,Las Vegas,IbWKbubDvcewNjHnxpTKiQ,3/1/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,IbWKbubDvcewNjHnxpTKiQ,3/1/2015,NV,1,148.15
Encore Beach Club,Restaurants,Las Vegas,U_pYV7n7cY2eGeDBwDsqSQ,3/2/2015,NV,1,
Encore Beach Club,Cafes,Las Vegas,U_pYV7n7cY2eGeDBwDsqSQ,3/2/2015,NV,1,
Encore Beach Club,Bars,Las Vegas,U_pYV7n7cY2eGeDBwDsqSQ,3/2/2015,NV,1,64.37
Frankie's Tiki Room,Cafes,Las Vegas,yBfWrMo0WYqJU5t-oXLVIQ,3/2/2015,NV,1,
Frankie's Tiki Room,Bars,Las Vegas,yBfWrMo0WYqJU5t-oXLVIQ,3/2/2015,NV,1,
Frankie's Tiki Room,Restaurants,Las Vegas,yBfWrMo0WYqJU5t-oXLVIQ,3/2/2015,NV,1,161.5
Margaritaville,Restaurants,Las Vegas,SYBD8WGb_y_KTaAZcMlUEg,3/2/2015,NV,1,
Margaritaville,Cafes,Las Vegas,SYBD8WGb_y_KTaAZcMlUEg,3/2/2015,NV,1,
Margaritaville,Bars,Las Vegas,SYBD8WGb_y_KTaAZcMlUEg,3/2/2015,NV,1,37.15
The Chandelier,Cafes,Las Vegas,0QH_h9h7tWUN90jrJhw1fg,3/2/2015,NV,1,
The Chandelier,Bars,Las Vegas,0QH_h9h7tWUN90jrJhw1fg,3/2/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,0QH_h9h7tWUN90jrJhw1fg,3/2/2015,NV,1,264.62
The Chandelier,Cafes,Las Vegas,v-sRN1_c8hq0AifTFHajUg,3/2/2015,NV,1,
The Chandelier,Bars,Las Vegas,v-sRN1_c8hq0AifTFHajUg,3/2/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,v-sRN1_c8hq0AifTFHajUg,3/2/2015,NV,1,252.63
CUT,Cafes,Las Vegas,1YsyOr0xnSxEdzQgfkYgTA,3/3/2015,NV,1,
CUT,Bars,Las Vegas,1YsyOr0xnSxEdzQgfkYgTA,3/3/2015,NV,1,
CUT,Restaurants,Las Vegas,1YsyOr0xnSxEdzQgfkYgTA,3/3/2015,NV,1,258.71
CUT,Cafes,Las Vegas,cBJ0dxeDFoctkbgCTQahTw,3/3/2015,NV,1,
CUT,Bars,Las Vegas,cBJ0dxeDFoctkbgCTQahTw,3/3/2015,NV,1,
CUT,Restaurants,Las Vegas,cBJ0dxeDFoctkbgCTQahTw,3/3/2015,NV,1,69.91
Fat Tuesday,Cafes,Las Vegas,k3EdbuzBPeXDwzyiEV48BQ,3/3/2015,NV,1,
Fat Tuesday,Bars,Las Vegas,k3EdbuzBPeXDwzyiEV48BQ,3/3/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,k3EdbuzBPeXDwzyiEV48BQ,3/3/2015,NV,1,310.6
The Bagel Café,Bars,Las Vegas,8WvOke9T6ReCxlgyXQOcZQ,3/3/2015,NV,1,
The Bagel Café,Restaurants,Las Vegas,8WvOke9T6ReCxlgyXQOcZQ,3/3/2015,NV,1,
The Bagel Café,Cafes,Las Vegas,8WvOke9T6ReCxlgyXQOcZQ,3/3/2015,NV,1,20.17
The Chandelier,Cafes,Las Vegas,f8LTSe-dO_giyJ2694Zk9A,3/3/2015,NV,1,
The Chandelier,Bars,Las Vegas,f8LTSe-dO_giyJ2694Zk9A,3/3/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,f8LTSe-dO_giyJ2694Zk9A,3/3/2015,NV,1,243.75
The Chandelier,Bars,Las Vegas,IIIPno2Ep1k_IPbKt-KOWw,3/3/2015,NV,1,
The Chandelier,Cafes,Las Vegas,IIIPno2Ep1k_IPbKt-KOWw,3/3/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,IIIPno2Ep1k_IPbKt-KOWw,3/3/2015,NV,1,245.57
The Chandelier,Cafes,Las Vegas,M2nmZUu7_Xyd3f9fjo2s8Q,3/3/2015,NV,1,
The Chandelier,Bars,Las Vegas,M2nmZUu7_Xyd3f9fjo2s8Q,3/3/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,M2nmZUu7_Xyd3f9fjo2s8Q,3/3/2015,NV,1,191.06
Brio Tuscan Grille,Cafes,Las Vegas,RhslD-7cBLJM8i5pSqgNoQ,3/5/2015,NV,1,
Brio Tuscan Grille,Restaurants,Las Vegas,RhslD-7cBLJM8i5pSqgNoQ,3/5/2015,NV,1,
Brio Tuscan Grille,Bars,Las Vegas,RhslD-7cBLJM8i5pSqgNoQ,3/5/2015,NV,1,43.07
Fat Tuesday,Cafes,Las Vegas,Q8V8lSHDFoIqbK4gsqr-EA,3/5/2015,NV,1,
Fat Tuesday,Bars,Las Vegas,Q8V8lSHDFoIqbK4gsqr-EA,3/5/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,Q8V8lSHDFoIqbK4gsqr-EA,3/5/2015,NV,1,129.92
Fat Tuesday,Cafes,Las Vegas,T7emU3xCiPYnickSWN2y5g,3/5/2015,NV,1,
Fat Tuesday,Bars,Las Vegas,T7emU3xCiPYnickSWN2y5g,3/5/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,T7emU3xCiPYnickSWN2y5g,3/5/2015,NV,1,266.19
Margaritaville,Restaurants,Las Vegas,1w32UX4lKRA18ITs66IjAw,3/5/2015,NV,1,
Margaritaville,Cafes,Las Vegas,1w32UX4lKRA18ITs66IjAw,3/5/2015,NV,1,
Margaritaville,Bars,Las Vegas,1w32UX4lKRA18ITs66IjAw,3/5/2015,NV,1,20.88
SUSHISAMBA Las Vegas,Cafes,Las Vegas,zL3J_eG0S2X4XgSmaMqwYQ,3/5/2015,NV,1,
SUSHISAMBA Las Vegas,Bars,Las Vegas,zL3J_eG0S2X4XgSmaMqwYQ,3/5/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Las Vegas,zL3J_eG0S2X4XgSmaMqwYQ,3/5/2015,NV,1,177
The Chandelier,Cafes,Las Vegas,uI2I4lOpL_OLElpb7PLTXA,3/5/2015,NV,1,
The Chandelier,Bars,Las Vegas,uI2I4lOpL_OLElpb7PLTXA,3/5/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,uI2I4lOpL_OLElpb7PLTXA,3/5/2015,NV,1,346.73
The Peppermill Restaurant & Fireside Lounge,Cafes,Las Vegas,0fvMdn6M5PLUQPIVk5HsYQ,3/5/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Bars,Las Vegas,0fvMdn6M5PLUQPIVk5HsYQ,3/5/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Las Vegas,0fvMdn6M5PLUQPIVk5HsYQ,3/5/2015,NV,1,5.54
Frankie's Tiki Room,Bars,Las Vegas,lScAaXwR6TeiH59Hv2vjPQ,3/6/2015,NV,1,
Frankie's Tiki Room,Cafes,Las Vegas,lScAaXwR6TeiH59Hv2vjPQ,3/6/2015,NV,1,
Frankie's Tiki Room,Restaurants,Las Vegas,lScAaXwR6TeiH59Hv2vjPQ,3/6/2015,NV,1,103.44
Frankie's Tiki Room,Bars,Las Vegas,uNoFF2y83ncN5iIKtd5xZw,3/6/2015,NV,1,
Frankie's Tiki Room,Cafes,Las Vegas,uNoFF2y83ncN5iIKtd5xZw,3/6/2015,NV,1,
Frankie's Tiki Room,Restaurants,Las Vegas,uNoFF2y83ncN5iIKtd5xZw,3/6/2015,NV,1,325.7
SUSHISAMBA Las Vegas,Cafes,Las Vegas,S0yRUj8IbVjO_2tT66DyQw,3/6/2015,NV,1,
SUSHISAMBA Las Vegas,Bars,Las Vegas,S0yRUj8IbVjO_2tT66DyQw,3/6/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Las Vegas,S0yRUj8IbVjO_2tT66DyQw,3/6/2015,NV,1,216.17
SUSHISAMBA Las Vegas,Bars,Las Vegas,xNb8pFe99ENj8BeMsCBPcQ,3/6/2015,NV,1,
SUSHISAMBA Las Vegas,Cafes,Las Vegas,xNb8pFe99ENj8BeMsCBPcQ,3/6/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Las Vegas,xNb8pFe99ENj8BeMsCBPcQ,3/6/2015,NV,1,368.22
The Chandelier,Cafes,Las Vegas,EmyJfRnBICQA9lWnvjwPiA,3/6/2015,NV,1,
The Chandelier,Bars,Las Vegas,EmyJfRnBICQA9lWnvjwPiA,3/6/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,EmyJfRnBICQA9lWnvjwPiA,3/6/2015,NV,1,130.9
Brio Tuscan Grille,Cafes,Las Vegas,mABmUQOs6X2KguG2OZ1B2Q,3/7/2015,NV,1,
Brio Tuscan Grille,Restaurants,Las Vegas,mABmUQOs6X2KguG2OZ1B2Q,3/7/2015,NV,1,
Brio Tuscan Grille,Bars,Las Vegas,mABmUQOs6X2KguG2OZ1B2Q,3/7/2015,NV,1,19.8
CUT,Cafes,Las Vegas,1-nRAH7_dAvs3IFsGXzHgg,3/7/2015,NV,1,
CUT,Bars,Las Vegas,1-nRAH7_dAvs3IFsGXzHgg,3/7/2015,NV,1,
CUT,Restaurants,Las Vegas,1-nRAH7_dAvs3IFsGXzHgg,3/7/2015,NV,1,201.94
CUT,Cafes,Las Vegas,uz28eMdo3KOmYKd-O8V0xQ,3/7/2015,NV,1,
CUT,Bars,Las Vegas,uz28eMdo3KOmYKd-O8V0xQ,3/7/2015,NV,1,
CUT,Restaurants,Las Vegas,uz28eMdo3KOmYKd-O8V0xQ,3/7/2015,NV,1,152.49
Fat Tuesday,Cafes,Las Vegas,64CcWat3m893QuFjWmXP1A,3/7/2015,NV,1,
Fat Tuesday,Bars,Las Vegas,64CcWat3m893QuFjWmXP1A,3/7/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,64CcWat3m893QuFjWmXP1A,3/7/2015,NV,1,-38.93
Fat Tuesday,Cafes,Las Vegas,GKlnfV1XnNPrey48ljflkQ,3/7/2015,NV,1,
Fat Tuesday,Bars,Las Vegas,GKlnfV1XnNPrey48ljflkQ,3/7/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,GKlnfV1XnNPrey48ljflkQ,3/7/2015,NV,1,329.57
Frankie's Tiki Room,Bars,Las Vegas,7-RXlQ28ZiQvgQp7WCEQAg,3/8/2015,NV,1,
Frankie's Tiki Room,Cafes,Las Vegas,7-RXlQ28ZiQvgQp7WCEQAg,3/8/2015,NV,1,
Frankie's Tiki Room,Restaurants,Las Vegas,7-RXlQ28ZiQvgQp7WCEQAg,3/8/2015,NV,1,69.51
SUSHISAMBA Las Vegas,Bars,Las Vegas,vyiHjaQlESGcXgEfEmH4ow,3/8/2015,NV,1,
SUSHISAMBA Las Vegas,Cafes,Las Vegas,vyiHjaQlESGcXgEfEmH4ow,3/8/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Las Vegas,vyiHjaQlESGcXgEfEmH4ow,3/8/2015,NV,1,163.22
The Peppermill Restaurant & Fireside Lounge,Bars,Las Vegas,0XRFyY8-dxmrDheFPpe8Sg,3/8/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Cafes,Las Vegas,0XRFyY8-dxmrDheFPpe8Sg,3/8/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Las Vegas,0XRFyY8-dxmrDheFPpe8Sg,3/8/2015,NV,1,-16.27
The Peppermill Restaurant & Fireside Lounge,Bars,Las Vegas,6wBGPldnmf42ZbKL_iuhqA,3/8/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Cafes,Las Vegas,6wBGPldnmf42ZbKL_iuhqA,3/8/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Las Vegas,6wBGPldnmf42ZbKL_iuhqA,3/8/2015,NV,1,297.68
CUT,Bars,Las Vegas,AdFpuH7MSin8cKmpT3IbCA,3/9/2015,NV,1,
CUT,Cafes,Las Vegas,AdFpuH7MSin8cKmpT3IbCA,3/9/2015,NV,1,
CUT,Restaurants,Las Vegas,AdFpuH7MSin8cKmpT3IbCA,3/9/2015,NV,1,12.96
CUT,Bars,Las Vegas,Ygymu8dIEf8QLb_BO1RpYQ,3/9/2015,NV,1,
CUT,Cafes,Las Vegas,Ygymu8dIEf8QLb_BO1RpYQ,3/9/2015,NV,1,
CUT,Restaurants,Las Vegas,Ygymu8dIEf8QLb_BO1RpYQ,3/9/2015,NV,1,70.4
Fat Tuesday,Bars,Las Vegas,yUBT7gMTqTrpRnDUFpXGWw,3/9/2015,NV,1,
Fat Tuesday,Cafes,Las Vegas,yUBT7gMTqTrpRnDUFpXGWw,3/9/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,yUBT7gMTqTrpRnDUFpXGWw,3/9/2015,NV,1,137.12
The Bagel Café,Restaurants,Las Vegas,uZnfY6YJnzn4zddK6HYQ1A,3/10/2015,NV,1,
The Bagel Café,Bars,Las Vegas,uZnfY6YJnzn4zddK6HYQ1A,3/10/2015,NV,1,
The Bagel Café,Cafes,Las Vegas,uZnfY6YJnzn4zddK6HYQ1A,3/10/2015,NV,1,18.55
Brio Tuscan Grille,Cafes,Las Vegas,fMGAa_Cp4iVeFWNOFX0JzQ,3/11/2015,NV,1,
Brio Tuscan Grille,Restaurants,Las Vegas,fMGAa_Cp4iVeFWNOFX0JzQ,3/11/2015,NV,1,
Brio Tuscan Grille,Bars,Las Vegas,fMGAa_Cp4iVeFWNOFX0JzQ,3/11/2015,NV,1,94.12
Encore Beach Club,Cafes,Las Vegas,M-qXBkg7qbEPE4D0fgeaag,3/11/2015,NV,1,
Encore Beach Club,Restaurants,Las Vegas,M-qXBkg7qbEPE4D0fgeaag,3/11/2015,NV,1,
Encore Beach Club,Bars,Las Vegas,M-qXBkg7qbEPE4D0fgeaag,3/11/2015,NV,1,73.55
SUSHISAMBA Las Vegas,Cafes,Las Vegas,UBFOklzRQ27KeTD8zWTqOg,3/11/2015,NV,1,
SUSHISAMBA Las Vegas,Bars,Las Vegas,UBFOklzRQ27KeTD8zWTqOg,3/11/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Las Vegas,UBFOklzRQ27KeTD8zWTqOg,3/11/2015,NV,1,13.09
The Bagel Café,Bars,Las Vegas,1w32UX4lKRA18ITs66IjAw,3/11/2015,NV,1,
The Bagel Café,Restaurants,Las Vegas,1w32UX4lKRA18ITs66IjAw,3/11/2015,NV,1,
The Bagel Café,Cafes,Las Vegas,1w32UX4lKRA18ITs66IjAw,3/11/2015,NV,1,26.2
The Chandelier,Cafes,Las Vegas,I_aKEaLpND2ThZKP1Fy91A,3/11/2015,NV,1,
The Chandelier,Bars,Las Vegas,I_aKEaLpND2ThZKP1Fy91A,3/11/2015,NV,1,
The Chandelier,Restaurants,Las Vegas,I_aKEaLpND2ThZKP1Fy91A,3/11/2015,NV,1,319.09
Brio Tuscan Grille,Cafes,Las Vegas,eGdk9XWbnJ8FqFkgumI3gQ,3/12/2015,NV,1,
Brio Tuscan Grille,Restaurants,Las Vegas,eGdk9XWbnJ8FqFkgumI3gQ,3/12/2015,NV,1,
Brio Tuscan Grille,Bars,Las Vegas,eGdk9XWbnJ8FqFkgumI3gQ,3/12/2015,NV,1,58.1
Encore Beach Club,Restaurants,Las Vegas,Wj0r9VOpoIyRpaa6y5XGmA,3/12/2015,NV,1,
Encore Beach Club,Cafes,Las Vegas,Wj0r9VOpoIyRpaa6y5XGmA,3/12/2015,NV,1,
Encore Beach Club,Bars,Las Vegas,Wj0r9VOpoIyRpaa6y5XGmA,3/12/2015,NV,1,29.97
Nora's Cuisine,Restaurants,Las Vegas,3DmA6rp1NHqrq938cnRCmw,3/12/2015,NV,1,
Nora's Cuisine,Cafes,Las Vegas,3DmA6rp1NHqrq938cnRCmw,3/12/2015,NV,1,
Nora's Cuisine,Bars,Las Vegas,3DmA6rp1NHqrq938cnRCmw,3/12/2015,NV,1,49.78
SUSHISAMBA Las Vegas,Bars,Las Vegas,kxBMcJecR1LuuDyzc4Wggg,3/12/2015,NV,1,
SUSHISAMBA Las Vegas,Cafes,Las Vegas,kxBMcJecR1LuuDyzc4Wggg,3/12/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Las Vegas,kxBMcJecR1LuuDyzc4Wggg,3/12/2015,NV,1,145.86
Encore Beach Club,Cafes,Las Vegas,SdZtzMCtVK7izX8twot9rQ,3/13/2015,NV,1,
Encore Beach Club,Restaurants,Las Vegas,SdZtzMCtVK7izX8twot9rQ,3/13/2015,NV,1,
Encore Beach Club,Bars,Las Vegas,SdZtzMCtVK7izX8twot9rQ,3/13/2015,NV,1,38
Fat Tuesday,Cafes,Las Vegas,EjhVxYFeMUYimoImjMduzQ,3/13/2015,NV,1,
Fat Tuesday,Bars,Las Vegas,EjhVxYFeMUYimoImjMduzQ,3/13/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,EjhVxYFeMUYimoImjMduzQ,3/13/2015,NV,1,275.63
The Peppermill Restaurant & Fireside Lounge,Bars,Las Vegas,fnltftjCKvrAwvM_h1j0kg,3/13/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Cafes,Las Vegas,fnltftjCKvrAwvM_h1j0kg,3/13/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Las Vegas,fnltftjCKvrAwvM_h1j0kg,3/13/2015,NV,1,132.22
The Peppermill Restaurant & Fireside Lounge,Bars,Las Vegas,I_aKEaLpND2ThZKP1Fy91A,3/13/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Cafes,Las Vegas,I_aKEaLpND2ThZKP1Fy91A,3/13/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Las Vegas,I_aKEaLpND2ThZKP1Fy91A,3/13/2015,NV,1,220.16
CUT,Cafes,Las Vegas,igzeMormwxhE6kLK-UO08Q,3/14/2015,NV,1,
CUT,Bars,Las Vegas,igzeMormwxhE6kLK-UO08Q,3/14/2015,NV,1,
CUT,Restaurants,Las Vegas,igzeMormwxhE6kLK-UO08Q,3/14/2015,NV,1,230.23
Fat Tuesday,Bars,Las Vegas,hkb931_U5zvQuH2vBuX2rA,3/14/2015,NV,1,
Fat Tuesday,Cafes,Las Vegas,hkb931_U5zvQuH2vBuX2rA,3/14/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,hkb931_U5zvQuH2vBuX2rA,3/14/2015,NV,1,171.3
Fat Tuesday,Bars,Las Vegas,Zu7yrf1Kp9mRwBh2QYaIAg,3/14/2015,NV,1,
Fat Tuesday,Cafes,Las Vegas,Zu7yrf1Kp9mRwBh2QYaIAg,3/14/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,Zu7yrf1Kp9mRwBh2QYaIAg,3/14/2015,NV,1,95.25
Margaritaville,Restaurants,Las Vegas,ngUiYmG59Vbhgjx2RH4mww,3/14/2015,NV,1,
Margaritaville,Cafes,Las Vegas,ngUiYmG59Vbhgjx2RH4mww,3/14/2015,NV,1,
Margaritaville,Bars,Las Vegas,ngUiYmG59Vbhgjx2RH4mww,3/14/2015,NV,1,55.41
CUT,Cafes,Las Vegas,2I0mgiAbds0OEdCDzvL6YA,3/15/2015,NV,1,
CUT,Bars,Las Vegas,2I0mgiAbds0OEdCDzvL6YA,3/15/2015,NV,1,
CUT,Restaurants,Las Vegas,2I0mgiAbds0OEdCDzvL6YA,3/15/2015,NV,1,91.73
Fat Tuesday,Bars,Las Vegas,uck2GHgXy7vAIlgXo7yknw,3/15/2015,NV,1,
Fat Tuesday,Cafes,Las Vegas,uck2GHgXy7vAIlgXo7yknw,3/15/2015,NV,1,
Fat Tuesday,Restaurants,Las Vegas,uck2GHgXy7vAIlgXo7yknw,3/15/2015,NV,1,157.81
SUSHISAMBA Las Vegas,Cafes,Las Vegas,85oNNy_b9ioFm03UODj3HQ,3/15/2015,NV,1,
SUSHISAMBA Las Vegas,Bars,Las Vegas,85oNNy_b9ioFm03UODj3HQ,3/15/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Las Vegas,85oNNy_b9ioFm03UODj3HQ,3/15/2015,NV,1,12.76
Frankie's Tiki Room,Bars,Las Vegas,_cdM8vgagBmo3S2PcAycYQ,3/16/2015,NV,1,
Frankie's Tiki Room,Cafes,Las Vegas,_cdM8vgagBmo3S2PcAycYQ,3/16/2015,NV,1,
Frankie's Tiki Room,Restaurants,Las Vegas,_cdM8vgagBmo3S2PcAycYQ,3/16/2015,NV,1,155.06
Frankie's Tiki Room,Cafes,Las Vegas,Z4ME_0M7mjSzBokwRUxPMQ,3/16/2015,NV,1,
Frankie's Tiki Room,Bars,Las Vegas,Z4ME_0M7mjSzBokwRUxPMQ,3/16/2015,NV,1,
Frankie's Tiki Room,Restaurants,Las Vegas,Z4ME_0M7mjSzBokwRUxPMQ,3/16/2015,NV,1,203.47
The Bagel Café,Bars,Las Vegas,yI1Cb95oGnRVmGF3coE0Vw,3/16/2015,NV,1,
